# RATAN Spectra-At-Positions Data File v 1.0.20.520 
# generated at Mon May 17 20:48:04 2021
# DATE-OBS = 2011/10/10
# TIME-OBS = 09:00:44.790
# CDELT1 =        3.1292702
# AZIMUTH =       0.00000000
# SOL_DEC =       -6.5710000
# SOLAR_R =        960.95001
# SOLAR_P =        26.299999
# SOLAR_B =        6.2000000
# RATAN_P =        26.299999
# PAR.OTZENTRA =      0.200000
# PAR.CAL_FREQ =       9.75000
# PAR.CAL_BY = Int
# PAR.METHOD = lin_appr
# PAR.X_FROM =     -400
# PAR.X_TO =     -120
# PAR.X_FRFR =        0
# PAR.PTS_BY = Int
# PAR.UNITS = Ta
# PAR.XPOI =       61
# PAR.YPOI =      263
# N_POS =           10
# N_FREQS =           76
  0.0000000e+000 -2.3834023e+002 -2.3834023e+002 -2.3834023e+002 -2.2895242e+002 -2.2895242e+002 -2.2895242e+002 -2.1956461e+002 -2.1956461e+002 -2.1956461e+002 -2.1017679e+002 -2.1017679e+002 -2.1017679e+002 -2.0078898e+002 -2.0078898e+002 -2.0078898e+002 -1.9140117e+002 -1.9140117e+002 -1.9140117e+002 -1.8201336e+002 -1.8201336e+002 -1.8201336e+002 -1.7262555e+002 -1.7262555e+002 -1.7262555e+002 -1.6323774e+002 -1.6323774e+002 -1.6323774e+002 -1.5384993e+002 -1.5384993e+002 -1.5384993e+002 -5.1568809e-001
  3.0000000e+000  5.3572803e+001  6.3451632e+001  1.1389021e+002  7.1589707e+001  8.6214172e+001  1.1405251e+002  9.1145573e+001  1.1229689e+002  1.1421481e+002  1.0620307e+002  1.3299447e+002  1.1437710e+002  1.0911293e+002  1.3942346e+002  1.1453940e+002  9.8813493e+001  1.2802409e+002  1.1470170e+002  7.8709427e+001  1.0256273e+002  1.1486400e+002  5.6148296e+001  7.1596161e+001  1.1502629e+002  3.6173010e+001  4.3322135e+001  1.1518859e+002  2.0665336e+001  2.2948232e+001  1.1535089e+002  0.0000000e+000
  3.1800001e+000  6.3512671e+001  7.6328222e+001  1.2583662e+002  8.4522012e+001  1.0340552e+002  1.2599715e+002  1.0651892e+002  1.3336615e+002  1.2615769e+002  1.2356573e+002  1.5681778e+002  1.2631822e+002  1.2631770e+002  1.6249565e+002  1.2647876e+002  1.1408942e+002  1.4736752e+002  1.2663929e+002  9.0960414e+001  1.1659330e+002  1.2679983e+002  6.4827741e+001  8.0432189e+001  1.2696036e+002  4.1167626e+001  4.8089029e+001  1.2712090e+002  2.2797104e+001  2.4715083e+001  1.2728143e+002  0.0000000e+000
  3.3699999e+000  8.5789201e+001  1.0039226e+002  1.3468838e+002  1.1084212e+002  1.2949332e+002  1.3491435e+002  1.3194147e+002  1.5342071e+002  1.3514032e+002  1.4489329e+002  1.6620724e+002  1.3536629e+002  1.4488117e+002  1.6375486e+002  1.3559226e+002  1.3196654e+002  1.4752787e+002  1.3581823e+002  1.0822178e+002  1.1980966e+002  1.3604421e+002  8.0107069e+001  8.7140885e+001  1.3627018e+002  5.1931798e+001  5.5927536e+001  1.3649615e+002  2.8903963e+001  3.0587567e+001  1.3672212e+002  0.0000000e+000
  3.5699999e+000  8.9897254e+001  9.7461554e+001  1.4567149e+002  1.1984932e+002  1.3172277e+002  1.4589807e+002  1.4590027e+002  1.6147293e+002  1.4612465e+002  1.6243533e+002  1.7986002e+002  1.4635123e+002  1.6448445e+002  1.8065153e+002  1.4657781e+002  1.5073562e+002  1.6491513e+002  1.4680439e+002  1.2408736e+002  1.3478319e+002  1.4703097e+002  9.1396644e+001  9.9064859e+001  1.4725755e+002  5.9916631e+001  6.4034100e+001  1.4748412e+002  3.3494180e+001  3.5238371e+001  1.4771070e+002  0.0000000e+000
  3.7500000e+000  9.5488757e+001  1.0495343e+002  1.5483544e+002  1.3099019e+002  1.4709878e+002  1.5502045e+002  1.6399091e+002  1.8508376e+002  1.5520546e+002  1.8618786e+002  2.0992285e+002  1.5539047e+002  1.9000667e+002  2.1312142e+002  1.5557548e+002  1.7548506e+002  1.9536200e+002  1.5576049e+002  1.4519595e+002  1.6122102e+002  1.5594550e+002  1.0691893e+002  1.1857402e+002  1.5613051e+002  6.9237544e+001  7.6497432e+001  1.5631552e+002  3.9658976e+001  4.1329384e+001  1.5650053e+002  0.0000000e+000
  4.0000000e+000  9.4112899e+001  1.0013816e+002  1.7055703e+002  1.3457749e+002  1.4843116e+002  1.7065802e+002  1.7362083e+002  1.9482180e+002  1.7075900e+002  2.0199596e+002  2.2778247e+002  1.7085999e+002  2.1015713e+002  2.3733190e+002  1.7096097e+002  1.9520949e+002  2.2104200e+002  1.7106195e+002  1.6241629e+002  1.8396482e+002  1.7116294e+002  1.1953629e+002  1.3541469e+002  1.7126392e+002  7.7390613e+001  8.7020370e+001  1.7136491e+002  4.3261445e+001  4.6940876e+001  1.7146589e+002  0.0000000e+000
  4.1999998e+000  9.3993045e+001  1.0606223e+002  1.8536736e+002  1.4119869e+002  1.6387056e+002  1.8543323e+002  1.9034707e+002  2.2202832e+002  1.8549909e+002  2.2660176e+002  2.6411800e+002  1.8556496e+002  2.3934625e+002  2.7760438e+002  1.8563083e+002  2.2309445e+002  2.5758512e+002  1.8569670e+002  1.8375005e+002  2.1229818e+002  1.8576257e+002  1.3316260e+002  1.5351014e+002  1.8582844e+002  8.3699206e+001  9.5509551e+001  1.8589431e+002  4.5302290e+001  4.8922994e+001  1.8596018e+002  0.0000000e+000
  4.5000000e+000  9.3649364e+001  1.1165315e+002  2.1441455e+002  1.4702116e+002  1.8203821e+002  2.1447443e+002  2.0645315e+002  2.5676092e+002  2.1453431e+002  2.5262415e+002  3.1259276e+002  2.1459418e+002  2.6763807e+002  3.2864673e+002  2.1465406e+002  2.4605266e+002  3.0153098e+002  2.1471394e+002  1.9601151e+002  2.3985886e+002  2.1477381e+002  1.3385975e+002  1.6391260e+002  2.1483369e+002  7.6775105e+001  9.3680260e+001  2.1489357e+002  3.5448631e+001  4.0958247e+001  2.1495344e+002  0.0000000e+000
  4.9000001e+000  9.8666402e+001  1.1571307e+002  2.4644606e+002  1.6198914e+002  2.0227104e+002  2.4654881e+002  2.3499206e+002  2.9933353e+002  2.4665155e+002  2.8956994e+002  3.7265474e+002  2.4675430e+002  3.0502272e+002  3.9594602e+002  2.4685704e+002  2.7318278e+002  3.5855635e+002  2.4695979e+002  2.0744957e+002  2.7727066e+002  2.4706253e+002  1.3266082e+002  1.8056207e+002  2.4716528e+002  6.9040496e+001  9.5730225e+001  2.4726802e+002  2.8341767e+001  3.6999912e+001  2.4737077e+002  0.0000000e+000
  5.0999999e+000  1.0129895e+002  1.0538242e+002  2.5964829e+002  1.6928719e+002  1.9573066e+002  2.5976527e+002  2.4808371e+002  3.0341042e+002  2.5988224e+002  3.0812181e+002  3.9055742e+002  2.5999922e+002  3.2225630e+002  4.2240512e+002  2.6011619e+002  2.8481297e+002  3.8661411e+002  2.6023317e+002  2.1172231e+002  2.9946528e+002  2.6035014e+002  1.3176665e+002  1.9440426e+002  2.6046711e+002  6.7481496e+001  1.0266080e+002  2.6058409e+002  2.7087117e+001  3.9039391e+001  2.6070106e+002  0.0000000e+000
  5.3000002e+000  9.7386781e+001  9.9490494e+001  2.7448939e+002  1.6783119e+002  1.9329201e+002  2.7459618e+002  2.5278046e+002  3.0850441e+002  2.7470297e+002  3.1798767e+002  4.0586699e+002  2.7480976e+002  3.3439640e+002  4.4408095e+002  2.7491655e+002  2.9488878e+002  4.0895050e+002  2.7502334e+002  2.1736341e+002  3.1682438e+002  2.7513013e+002  1.3308779e+002  2.0403129e+002  2.7523692e+002  6.6593675e+001  1.0616273e+002  2.7534371e+002  2.5917494e+001  3.8941563e+001  2.7545050e+002  0.0000000e+000
